Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Francis Amuzu,BEL,"FW,MF",Grêmio,25,1999,12.7,340,330,8,0,3,2,39,7,1,1,0,0,265,2,10
Felipe Anderson,BRA,"MF,FW",Palmeiras,31,1993,19.7,905,830,70,14,1,3,34,49,7,3,0,0,753,5,25
Kervin Andrade,VEN,"FW,MF",Fortaleza,19,2005,1.8,65,60,5,1,1,0,10,0,4,1,1,0,42,0,2
André,BRA,MF,Corinthians,18,2006,3.5,109,104,4,3,0,0,1,0,0,0,0,0,83,1,5
José Andrés Martínez,VEN,MF,Corinthians,30,1994,15.5,677,638,33,18,2,20,37,15,0,0,0,0,534,6,19
Wilker Ángel,VEN,DF,Juventude,31,1993,15.8,594,558,36,32,0,7,0,2,0,0,0,0,511,0,1
Fabrizio Angileri,ARG,DF,Corinthians,30,1994,18.2,1140,939,196,45,0,19,60,148,2,0,2,0,908,5,32
Anthoni,BRA,GK,Internacional,23,2002,17.0,421,271,150,30,0,1,0,0,0,0,0,0,296,0,0
Marcos Antônio,BRA,MF,São Paulo,24,2000,21.1,1116,1092,21,14,2,4,8,6,0,0,0,0,998,3,20
Léo Aragão,BRA,GK,Cruzeiro,22,2002,3.7,90,46,44,4,0,0,0,0,0,0,0,0,74,0,0
Guilherme Arana,BRA,DF,Atlético Mineiro,27,1997,19.4,1174,1013,157,26,0,12,67,128,3,1,0,0,1012,4,26
Willian Arão,BRA,MF,Santos,32,1992,8.7,366,346,18,17,0,5,0,1,0,0,0,0,312,2,5
Luiz Araújo,BRA,"FW,MF",Flamengo,28,1996,19.6,872,774,97,31,3,8,106,5,60,28,24,0,666,1,29
Matheus Araújo,BRA,"MF,FW",Ceará,22,2002,3.0,94,88,5,2,1,0,10,1,2,0,2,0,68,1,2
Michel Araujo,URU,"MF,FW",Bahia,28,1996,9.5,395,367,28,8,2,2,12,7,10,3,3,0,331,0,11
Alexander Aravena,CHI,"FW,MF",Grêmio,22,2002,6.5,190,187,3,1,1,0,10,1,0,0,0,0,153,0,8
Robert Arboleda,ECU,DF,São Paulo,33,1991,22.9,1174,1132,41,39,0,2,1,1,0,0,0,0,1070,1,2
Lucas Arcanjo,BRA,GK,Vitória,26,1998,28.3,810,483,326,94,0,2,0,0,0,0,0,0,558,1,0
Matias Arezo,URU,FW,Grêmio,22,2002,3.0,55,44,11,0,0,0,4,1,0,0,0,0,32,0,6
Jhon Arias,COL,FW,Fluminense,27,1997,12.0,732,644,87,22,2,3,74,22,40,6,19,0,610,1,14
Santiago Arias,COL,DF,Bahia,33,1992,15.8,1031,901,127,23,0,0,34,104,0,0,0,0,900,3,19
Keny Arroyo,ECU,FW,Cruzeiro,18,2006,7.2,200,195,4,0,0,2,16,2,2,1,0,0,155,1,7
Arthur,BRA,FW,Sport Recife,21,2003,2.2,30,26,4,0,0,0,0,0,0,0,0,0,26,0,1
Artur,BRA,"FW,MF",Botafogo (RJ),26,1998,21.3,639,591,46,11,4,3,59,20,15,10,2,0,488,2,5
Rodrigo Atencio,ARG,"MF,FW",Sport Recife,22,2002,6.0,334,294,37,6,0,8,37,3,28,13,11,0,266,3,4
Loide Augusto,ANG,"FW,MF",Vasco da Gama,24,2000,2.1,81,81,0,0,0,0,8,0,0,0,0,0,65,0,2
Leo Augusto Pereira,BRA,"FW,MF",Vitória,24,2000,1.8,27,25,1,0,0,0,8,1,0,0,0,0,16,1,2
Leo Augusto Pereira,BRA,"FW,MF",Sport Recife,24,2000,12.3,200,187,11,0,0,1,36,7,0,0,0,0,111,2,17
Renato Augusto,BRA,"MF,FW",Fluminense,36,1988,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Gastón Ávila,ARG,DF,Fortaleza,23,2001,25.8,1004,908,92,38,1,22,29,47,3,2,0,0,747,4,4
Aylon,BRA,"FW,MF",Ceará,32,1992,8.8,203,192,11,4,0,1,9,1,0,0,0,0,144,0,10
Matheus Babi,BRA,FW,Juventude,27,1997,5.3,85,73,12,0,0,0,0,2,0,0,0,0,55,0,4
Bahia,BRA,MF,Corinthians,19,2006,0.5,17,16,1,1,0,0,0,0,0,0,0,0,13,0,1
Gabriel Bahia,BRA,DF,Botafogo (RJ),26,1998,2.6,179,177,2,1,0,0,0,1,0,0,0,0,163,0,0
Matheus Bahia,BRA,DF,Ceará,25,1999,27.4,1150,936,206,19,2,1,97,185,2,0,2,0,865,8,32
Fabián Balbuena,PAR,DF,Grêmio,33,1991,2.5,167,158,9,7,0,0,1,0,0,0,0,0,143,0,1
Gabriel Baralhas,BRA,MF,Vitória,26,1998,25.3,843,788,51,35,0,1,12,16,0,0,0,0,697,4,14
Danilo Barbosa,BRA,"DF,MF",Botafogo (RJ),28,1996,0.4,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0
Diogo Barbosa,BRA,DF,Fortaleza,32,1992,13.8,447,346,96,11,1,3,22,85,0,0,0,0,359,5,6
Gabriel Barbosa,BRA,"FW,MF",Cruzeiro,28,1996,12.0,296,272,21,5,2,3,14,1,5,1,0,0,246,3,5
Lucas Barbosa,BRA,"FW,MF",RB Bragantino,23,2001,25.9,707,676,29,8,2,13,52,20,0,0,0,0,470,2,40
Alexander Barboza,ARG,DF,Botafogo (RJ),29,1995,23.9,1427,1354,70,25,2,10,2,8,0,0,0,0,1200,3,4
Adam Bareiro,PAR,FW,Fortaleza,28,1996,9.8,196,190,6,0,0,3,2,1,0,0,0,0,127,0,7
Chrystian Barletta,BRA,"FW,MF",Sport Recife,23,2001,16.7,499,465,29,9,3,2,51,14,5,1,2,0,340,5,31
Álvaro Barreal,ARG,"FW,MF",Santos,24,2000,24.9,978,865,109,40,4,12,128,23,43,16,23,0,726,4,27
Jordan Barrera,COL,"FW,MF",Botafogo (RJ),18,2006,3.4,96,88,8,1,1,1,9,1,3,3,0,0,76,0,2
Cauan Barros,BRA,MF,Vasco da Gama,20,2004,14.9,840,806,33,27,0,9,6,6,0,0,0,0,750,1,5
Enmerson Batalla,COL,"FW,MF",Juventude,23,2001,14.6,340,316,23,5,3,8,47,5,12,7,2,0,237,1,12
Paulo Baya,BRA,FW,Ceará,25,1999,4.8,167,140,27,8,0,1,39,3,16,8,6,1,108,0,7
Paulo Baya,BRA,"MF,FW",Fluminense,25,1999,0.4,18,17,1,0,0,0,0,1,0,0,0,0,14,0,1
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,27,1997,16.1,813,707,105,16,0,14,65,89,0,0,0,0,655,1,13
Erick Belé,BRA,MF,Palmeiras,18,2007,0.3,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
Luis Benedetti,BRA,DF,Palmeiras,18,2006,4.2,161,158,3,3,0,0,0,0,0,0,0,0,149,0,0
Alan Benítez,PAR,"DF,FW",Internacional,31,1994,6.1,317,267,50,5,0,0,13,45,0,0,0,0,248,0,11
Alexandro Bernabei,ARG,DF,Internacional,24,2000,28.7,1712,1398,300,21,1,3,125,275,4,0,3,0,1297,14,45
Facundo Bernal,URU,MF,Fluminense,21,2003,11.5,577,562,15,15,0,7,1,0,0,0,0,0,490,0,2
Bernard,BRA,"MF,FW",Atlético Mineiro,32,1992,13.4,670,620,47,7,2,4,51,6,32,9,12,0,529,3,23
Bernardo,BRA,DF,Juventude,19,2005,0.5,19,18,1,1,0,0,0,0,0,0,0,0,13,0,0
Matheus Bianqui,BRA,"MF,FW",Mirassol,27,1998,1.6,38,38,0,0,0,0,2,0,0,0,0,0,22,0,1
Matheus Bidu,BRA,DF,Corinthians,25,1999,21.8,1350,1098,245,55,1,10,76,184,6,1,5,0,1075,7,40
Biel,BRA,"FW,MF",Atlético Mineiro,23,2001,6.6,212,203,9,2,0,0,10,6,1,0,1,0,167,0,16
Rafael Bilu,BRA,"FW,MF",Juventude,25,1999,7.6,178,170,8,3,0,0,18,1,4,2,2,0,135,0,8
Damián Bobadilla,PAR,MF,São Paulo,23,2001,23.3,1206,1170,33,26,7,15,13,7,0,0,0,0,1045,3,22
Yannick Bolasie,COD,"FW,MF",Cruzeiro,35,1989,2.0,59,58,1,0,0,0,8,0,0,0,0,0,28,0,1
Gabriel Bontempo,BRA,"MF,FW",Santos,20,2005,11.1,468,452,13,10,1,1,12,3,0,0,0,0,396,3,8
Thiago Borbas,URU,"FW,MF",RB Bragantino,22,2002,6.4,135,124,10,0,0,0,1,3,0,0,0,0,92,1,3
Daniel Borges,BRA,DF,Mirassol,31,1993,10.0,527,414,111,11,0,7,44,82,17,2,8,0,421,2,5
Marllon Borges,BRA,DF,Ceará,32,1992,23.1,746,694,50,50,0,2,2,0,0,0,0,0,643,2,8
Pedro Borges,BRA,MF,Fortaleza,27,1997,0.4,25,24,1,1,0,0,0,0,0,0,0,0,23,0,1
Pedro Borges,BRA,MF,Sport Recife,27,1997,5.6,265,262,3,3,0,1,0,0,0,0,0,0,232,0,6
Rafael Borré,COL,FW,Internacional,29,1995,20.1,379,354,25,1,1,2,12,3,0,0,0,0,287,0,19
Lucas Braga,BRA,"FW,DF",Vitória,28,1996,10.8,294,266,25,4,0,1,13,21,0,0,0,0,235,3,3
Bilal Brahimi,ALG,FW,Santos,24,2000,0.2,13,12,1,0,0,0,3,0,1,1,0,0,9,0,0
Martin Braithwaite,DEN,FW,Grêmio,33,1991,16.2,265,231,33,0,0,2,3,0,0,0,0,0,201,1,8
Gabriel Brazão,BRA,GK,Santos,24,2000,37.7,856,517,336,82,0,0,0,0,0,0,0,0,624,3,1
Brenno,BRA,GK,Fortaleza,25,1999,15.0,343,158,185,48,0,0,0,0,0,0,0,0,207,0,1
Breno,BRA,"FW,MF",Fortaleza,29,1996,25.3,766,696,67,13,1,3,106,12,34,24,3,0,594,3,27
Breno,BRA,MF,Corinthians,19,2005,28.0,1300,1226,68,35,4,14,24,28,4,1,0,1,1121,6,26
Emanuel Brítez,ARG,DF,Fortaleza,32,1992,17.7,708,627,79,37,0,4,12,41,0,0,0,0,561,2,7
Bruninho,BRA,MF,Fortaleza,19,2005,0.8,30,29,1,1,0,0,0,0,0,0,0,0,24,0,1
Fabrício Bruno,BRA,DF,Cruzeiro,28,1996,32.8,1542,1429,108,96,1,20,9,10,0,0,0,0,1335,5,13
Gustavo Caballero,PAR,"FW,DF",Santos,23,2001,3.7,85,82,2,0,0,0,17,2,0,0,0,0,53,1,4
Arthur Cabral,BRA,FW,Botafogo (RJ),26,1998,16.0,203,196,7,0,1,2,0,0,0,0,0,0,154,0,4
Cacá,BRA,DF,Corinthians,25,1999,15.6,1022,985,37,32,1,1,1,5,0,0,0,0,967,0,1
Raúl Cáceres,PAR,DF,Vitória,33,1991,18.7,717,557,158,18,0,2,59,137,3,1,1,0,506,2,23
Cadu,BRA,DF,Atlético Mineiro,20,2004,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Calebe,BRA,MF,Fortaleza,24,2000,2.5,84,74,10,2,1,0,8,0,6,2,3,0,67,0,0
Jonathan Calleri,ARG,FW,São Paulo,31,1993,1.3,14,13,1,0,0,0,0,0,0,0,0,0,12,0,0
João Camargo,BRA,FW,Flamengo,17,2007,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Camilo,BRA,"MF,DF",Grêmio,25,1999,8.2,267,239,28,7,0,1,2,21,0,0,0,0,212,0,2
Camutanga,BRA,DF,Vitória,31,1993,13.8,373,331,42,33,0,0,0,7,0,0,0,0,320,0,3
Luan Cândido,BRA,DF,Sport Recife,23,2001,14.6,561,467,92,10,0,1,12,82,0,0,0,0,443,2,7
Germán Cano,ARG,FW,Fluminense,36,1988,16.6,353,318,35,2,1,7,10,1,0,0,0,0,263,0,10
Agustín Canobbio,URU,"FW,MF",Fluminense,26,1998,23.4,783,726,54,14,3,4,73,19,20,2,5,0,605,3,30
Aitor Cantalapiedra,ESP,"MF,FW",Vitória,28,1996,14.2,427,347,79,34,2,2,89,5,35,10,21,0,280,1,15
Juninho Capixaba,BRA,DF,RB Bragantino,27,1997,21.9,1311,1078,226,61,2,9,52,163,2,0,1,0,1046,7,27
Johan Carbonero,COL,"FW,MF",Internacional,25,1999,16.2,467,458,6,1,5,3,22,3,1,1,0,0,368,3,8
Felipe Cardoso,BRA,FW,Vitória,21,2003,0.9,19,19,0,0,0,0,3,0,0,0,0,0,14,0,1
Edson Carioca,BRA,FW,Mirassol,27,1997,13.0,218,211,6,1,0,0,14,0,0,0,0,0,157,1,9
Igor Cariús,BRA,DF,Sport Recife,31,1993,19.2,821,643,172,19,1,2,35,152,1,0,0,0,586,6,20
Carlinhos,BRA,FW,Vitória,27,1997,1.8,36,32,3,0,0,0,0,0,0,0,0,0,26,1,1
Antonio Carlos,BRA,DF,Sport Recife,31,1993,3.0,121,113,8,8,0,0,0,0,0,0,0,0,112,0,0
Jean Carlos Vicente,BRA,"MF,FW",Juventude,32,1992,2.3,70,57,12,3,1,0,16,0,9,5,4,0,40,1,1
Ruan Carneiro,BRA,GK,Juventude,34,1990,4.0,123,86,35,10,0,0,0,0,0,0,0,0,91,2,0
Jorge Carrascal,COL,"FW,MF",Flamengo,26,1998,9.1,390,345,44,14,2,0,43,6,23,7,15,0,303,1,11
André Carrillo,PER,MF,Corinthians,33,1991,14.2,942,901,41,21,2,13,31,19,1,0,1,0,841,0,11
Gabriel Carvalho,BRA,FW,Internacional,17,2007,0.8,40,39,1,1,0,0,0,0,0,0,0,0,34,0,1
Cássio,BRA,GK,Cruzeiro,37,1987,34.3,746,395,350,94,0,2,0,0,0,0,0,0,556,1,1
Iury de Castilho,BRA,FW,Mirassol,29,1995,5.5,87,76,9,0,2,0,4,1,0,0,0,0,69,2,4
Caue,BRA,DF,RB Bragantino,18,2006,0.5,29,26,3,0,0,0,1,3,0,0,0,0,27,0,0
Murilo Cerqueira,BRA,DF,Palmeiras,27,1997,18.4,959,910,45,35,1,7,10,3,0,0,0,0,836,4,4
Julio Cesar,BRA,DF,Fluminense,18,2006,2.0,103,84,19,2,0,0,8,14,3,0,0,0,81,0,3
Kayky Chagas,BRA,"FW,MF",Bahia,21,2003,9.9,372,366,4,0,3,2,11,4,0,0,0,0,300,2,15
Gabriel Chapecó,BRA,GK,Grêmio,24,2000,6.0,159,88,71,19,0,0,0,0,0,0,0,0,110,0,0
Chico,BRA,"MF,FW",Mirassol,33,1991,3.9,143,138,5,0,2,1,7,2,3,1,2,0,109,0,2
Chico,BRA,DF,Sport Recife,26,1998,11.8,559,518,40,23,1,2,1,17,0,0,0,0,461,1,6
Christian,BRA,FW,Cruzeiro,24,2000,26.2,590,578,10,1,2,2,30,9,0,0,0,0,440,2,28
Cipriano,BRA,DF,Juventude,22,2002,2.1,67,64,3,3,0,0,0,0,0,0,0,0,51,0,0
Claudinho,BRA,DF,Vitória,24,2000,10.0,521,431,89,12,0,2,46,74,3,0,1,0,391,1,12
Clayson,BRA,FW,Mirassol,29,1995,2.8,104,97,7,1,0,3,22,1,5,3,2,0,72,0,5
Clayton,BRA,DF,Internacional,24,2000,8.5,437,425,11,10,0,0,2,1,0,0,0,0,385,1,2
Cleiton,BRA,DF,Flamengo,21,2003,0.9,47,43,4,1,0,0,0,1,0,0,0,0,42,0,1
Mateus Cocão,BRA,MF,Vasco da Gama,22,2002,6.6,490,483,7,5,0,1,1,2,0,0,0,0,453,0,5
Igor Coronado,BRA,MF,Corinthians,32,1992,3.8,255,237,18,6,0,7,28,5,7,2,4,0,197,0,8
Joaquín Correa,ARG,"MF,FW",Botafogo (RJ),30,1994,10.0,433,408,23,8,3,3,19,5,10,5,2,0,352,2,10
Francisco da Costa,BRA,FW,Mirassol,29,1995,13.2,221,196,22,0,2,0,2,0,0,0,0,0,154,3,8
Philippe Coutinho,BRA,MF,Vasco da Gama,32,1992,26.7,1551,1381,164,64,4,9,133,6,87,32,41,1,1291,6,21
Lucas Crispim,BRA,"MF,FW",Fortaleza,30,1994,4.7,188,166,22,4,0,0,18,0,13,6,3,0,148,0,2
Franco Cristaldo,ARG,"MF,FW",Grêmio,28,1996,14.0,620,542,71,32,6,5,71,6,33,12,20,0,473,7,11
Gustavo Cuellar,COL,MF,Grêmio,32,1992,9.8,569,552,16,14,1,0,3,2,0,0,0,0,518,1,7
Tomás Cuello,ARG,"FW,MF",Atlético Mineiro,24,2000,13.4,488,455,27,4,2,5,34,21,2,0,0,0,386,6,16
Carlos Cuesta,COL,DF,Vasco da Gama,25,1999,12.1,544,513,31,26,1,1,8,5,0,0,0,0,474,0,5
Cuiabano,BRA,"DF,MF",Botafogo (RJ),21,2003,17.0,659,540,116,7,1,6,64,99,10,6,4,0,483,3,25
Jair Cunha,BRA,DF,Botafogo (RJ),19,2005,11.0,620,605,15,10,0,4,2,2,0,0,0,0,541,0,9
Lucas Cunha,BRA,DF,Sport Recife,28,1997,4.8,231,219,12,11,0,2,0,1,0,0,0,0,198,0,3
Danielzinho,BRA,MF,Mirassol,30,1994,36.3,2220,2015,191,137,3,3,87,11,43,16,25,1,1886,14,38
Danilo,BRA,"MF,FW",Botafogo (RJ),23,2001,9.2,513,497,15,8,4,6,3,1,0,0,0,0,442,1,6
Danilo,BRA,DF,Flamengo,33,1991,15.7,1390,1351,39,27,0,5,15,7,0,0,0,0,1284,0,2
David,BRA,FW,Vasco da Gama,29,1995,8.3,253,240,13,1,4,1,6,8,2,1,0,0,195,0,5
Matheus Davó,BRA,"FW,MF",Mirassol,25,1999,0.4,8,8,0,0,0,0,1,0,0,0,0,0,3,0,1
Giorgian De Arrascaeta,URU,"MF,FW",Flamengo,30,1994,26.1,1322,1153,165,53,8,4,146,12,84,36,29,0,1005,4,29
Nicolás De La Cruz,URU,MF,Flamengo,27,1997,11.3,894,833,59,39,1,4,28,1,19,11,7,0,782,2,15
Gabriel Delfim,BRA,GK,Atlético Mineiro,22,2002,2.0,67,54,13,3,0,0,0,0,0,0,0,0,49,0,0
Deyverson,BRA,FW,Fortaleza,33,1991,13.0,317,281,29,3,0,2,7,4,0,0,0,0,181,7,5
Enzo Díaz,ARG,DF,São Paulo,29,1995,20.9,1146,907,236,24,0,8,110,185,27,10,15,0,886,3,31
Lautaro Díaz,ARG,"FW,MF",Cruzeiro,26,1998,0.9,21,18,3,0,0,0,2,1,0,0,0,0,14,0,1
Lautaro Díaz,ARG,FW,Santos,26,1998,11.3,161,148,12,0,3,1,8,2,0,0,0,0,106,1,6
Dieguinho Diego,BRA,MF,Ceará,29,1995,29.5,1012,964,41,30,6,15,8,7,0,0,0,0,859,7,19
Dieguinho,BRA,"FW,DF",Corinthians,17,2007,5.0,205,195,9,3,0,1,21,2,3,2,0,0,169,1,6
Diogenes,BRA,GK,Santos,24,2001,0.3,14,4,10,1,0,0,0,0,0,0,0,0,7,0,0
Dodi,BRA,MF,Grêmio,28,1996,26.0,839,789,49,46,0,2,2,3,0,0,0,0,756,1,12
Fabricio Domínguez,URU,MF,Sport Recife,26,1998,1.1,39,36,3,1,0,0,6,1,0,0,0,0,24,0,4
Matheus Donelli,BRA,GK,Corinthians,22,2002,5.0,133,88,44,9,0,0,0,0,0,0,0,0,110,1,0
Mailton dos Santos,BRA,DF,São Paulo,26,1998,4.3,246,181,64,9,1,0,32,39,16,8,4,0,172,1,5
Thiago dos Santos,BRA,"MF,DF",Fluminense,35,1989,3.2,137,127,10,9,0,3,0,1,0,0,0,0,112,0,1
Alexis Duarte,PAR,DF,Santos,24,2000,4.5,215,208,7,3,0,0,4,4,0,0,0,0,192,0,0
David Duarte,BRA,DF,Bahia,30,1995,24.5,1373,1333,39,38,0,3,0,1,0,0,0,0,1202,1,9
Dudu,BRA,"FW,MF",Cruzeiro,33,1992,2.4,54,49,5,2,0,0,2,1,2,0,0,0,38,0,0
Dudu,BRA,MF,Vitória,25,1999,3.5,157,151,5,5,0,0,0,0,0,0,0,0,125,1,2
Dudu,BRA,"MF,FW",Atlético Mineiro,33,1992,11.6,385,368,15,2,2,4,27,5,8,1,4,0,289,2,12
Edenílson,BRA,MF,Grêmio,35,1989,20.0,636,579,53,15,1,2,37,11,21,7,11,0,514,4,18
Eder,BRA,DF,Ceará,29,1995,3.0,127,123,4,4,0,1,0,0,0,0,0,0,108,0,0
EDU,BRA,DF,Vitória,24,2000,11.9,409,335,73,15,1,2,1,56,0,0,0,0,292,1,2
Carlos Eduardo,BRA,"MF,FW",Cruzeiro,35,1989,10.1,363,350,11,7,1,2,6,3,0,0,0,0,298,2,2
Carlos Eduardo,BRA,"FW,MF",Mirassol,28,1996,8.2,169,161,8,1,0,0,29,4,1,0,0,0,116,0,10
Carlos Eduardo,BRA,"FW,DF",Vitória,28,1996,0.5,8,7,1,1,0,0,3,0,0,0,0,0,1,0,1
Alysson Edward,BRA,"FW,MF",Grêmio,18,2006,19.1,483,474,9,5,0,2,33,3,0,0,0,0,355,0,18
Rodrigo Ely,BRA,DF,Grêmio,31,1993,0.4,14,13,0,0,0,0,0,0,0,0,0,0,9,1,0
Emerson,BRA,DF,Flamengo,26,1999,13.9,776,663,112,18,0,1,47,91,3,2,0,0,661,1,12
Leandro Emmanuel Martínez,ARG,MF,Fortaleza,30,1994,8.2,423,396,24,8,1,2,18,1,12,1,8,0,373,3,7
Ênio,BRA,"MF,FW",Juventude,23,2001,12.3,357,336,20,9,1,3,28,8,2,2,0,0,272,1,12
Erick,BRA,"MF,DF",Bahia,27,1997,7.6,317,293,22,5,0,1,6,15,0,0,0,0,274,2,6
Erick,BRA,"MF,FW",Vitória,27,1997,22.8,713,635,70,16,9,16,74,28,16,9,0,0,486,8,13
Gonzalo Escobar,ARG,DF,Santos,27,1997,22.3,1153,961,190,15,0,2,64,175,0,0,0,0,936,2,38
Lucas Esteves,BRA,DF,Grêmio,24,2000,7.5,376,333,41,6,0,0,26,31,4,0,2,0,305,2,4
Guilherme Estrella,BRA,MF,Vasco da Gama,19,2005,0.2,8,7,1,1,0,0,0,0,0,0,0,0,7,0,0
Lucas Evangelista,BRA,MF,Palmeiras,29,1995,11.6,537,521,15,11,0,2,10,1,1,0,1,0,460,1,5
Éverson,BRA,GK,Atlético Mineiro,34,1990,36.0,1286,1038,243,71,1,2,0,0,0,0,0,0,924,5,1
Evertton,BRA,MF,Flamengo,21,2003,10.9,548,532,16,15,3,1,1,1,0,0,0,0,503,0,11
Ewerton,BRA,DF,Juventude,24,2000,12.8,612,466,142,22,0,11,36,118,2,0,2,0,463,4,10
Fabinho,BRA,MF,RB Bragantino,22,2002,14.2,667,632,35,31,2,10,7,3,1,0,1,0,560,0,8
Fábio,BRA,GK,Fluminense,44,1980,38.0,852,561,288,41,0,0,0,0,0,0,0,0,679,3,1
Fabrício,BRA,"FW,MF",Mirassol,27,1997,3.3,105,101,2,0,3,1,3,0,2,0,0,0,76,2,3
Fabrício,BRA,"FW,MF",Vitória,24,2000,4.4,84,83,1,0,0,0,26,0,0,0,0,0,37,0,11
Fagner,BRA,DF,Cruzeiro,35,1989,9.2,437,324,113,14,3,2,50,89,10,0,10,0,305,0,14
Marcos Felipe,BRA,GK,Bahia,28,1996,10.8,429,315,113,21,0,2,0,0,0,0,0,0,347,1,0
Lucas Fernandes,BRA,"MF,FW",Juventude,27,1997,4.4,151,141,9,5,0,1,8,2,2,0,2,0,130,1,3
Matheus Fernandes,BRA,MF,RB Bragantino,26,1998,7.3,322,313,9,7,3,0,3,1,0,0,0,0,266,0,6
Nathan Fernandes,BRA,"FW,MF",Botafogo (RJ),19,2005,3.7,122,118,4,0,0,0,5,2,1,0,0,0,97,0,2
Fernandinho,BRA,FW,Ceará,27,1997,11.1,238,233,4,0,0,1,29,2,2,1,0,0,160,1,11
Fernando,BRA,"MF,DF",Internacional,37,1987,4.6,284,271,13,11,1,1,1,1,1,1,0,0,255,0,0
Fernando,BRA,"FW,MF",RB Bragantino,25,1999,3.5,68,62,5,0,0,0,3,0,0,0,0,0,46,1,3
Nahuel Ferraresi,VEN,DF,São Paulo,26,1998,20.0,1160,1063,96,44,2,3,27,52,0,0,0,0,968,1,12
Ferreira,BRA,"FW,DF",São Paulo,27,1997,17.6,665,602,61,13,1,7,47,25,20,10,5,0,512,2,27
Bruno Ferreira,BRA,GK,Ceará,30,1994,30.7,821,451,360,103,0,0,0,0,0,0,0,0,526,10,0
Lucas Ferreira,BRA,FW,São Paulo,18,2006,8.5,194,173,20,1,1,0,29,5,14,6,2,0,137,1,14
Luiz Filipe,BRA,FW,Mirassol,23,2001,0.2,10,10,0,0,0,0,0,0,0,0,0,0,7,0,1
André Filipinho,BRA,DF,Juventude,28,1997,3.4,163,132,31,4,1,3,9,26,1,0,1,0,121,0,4
Riquelme Fillipi,BRA,"DF,FW",Palmeiras,18,2006,0.3,9,9,0,0,0,1,0,0,0,0,0,0,7,0,0
